,ID,Label,Network,x,y,z,colors
149,150,LH_Default_Temp_2,Default Mode,-62,-18,-20,#D77C7C
150,151,LH_Default_Temp_3,Default Mode,-60,-36,-18,#D77C7C
151,152,LH_Default_Temp_4,Default Mode,-56,-8,-14,#D77C7C
152,153,LH_Default_Temp_5,Default Mode,-52,6,-12,#D77C7C
153,154,LH_Default_Temp_6,Default Mode,-60,-34,-4,#D77C7C
154,155,LH_Default_Temp_7,Default Mode,-52,-22,-6,#D77C7C
155,156,LH_Default_Temp_8,Default Mode,-60,-12,-2,#D77C7C
156,157,LH_Default_Temp_9,Default Mode,-62,-32,6,#D77C7C
157,158,LH_Default_Temp_10,Default Mode,-52,-44,4,#D77C7C
158,159,LH_Default_Par_1,Default Mode,-58,-48,16,#D77C7C
159,160,LH_Default_Par_2,Default Mode,-46,-58,20,#D77C7C
160,161,LH_Default_Par_3,Default Mode,-40,-78,30,#D77C7C
161,162,LH_Default_Par_4,Default Mode,-48,-64,32,#D77C7C
162,163,LH_Default_Par_5,Default Mode,-56,-54,30,#D77C7C
163,164,LH_Default_Par_6,Default Mode,-42,-72,44,#D77C7C
164,165,LH_Default_Par_7,Default Mode,-48,-60,46,#D77C7C
165,166,LH_Default_PFC_1,Default Mode,-36,22,-16,#D77C7C
166,167,LH_Default_PFC_2,Default Mode,-36,36,-12,#D77C7C
167,168,LH_Default_PFC_3,Default Mode,-4,56,-10,#D77C7C
168,169,LH_Default_PFC_4,Default Mode,-6,36,-8,#D77C7C
169,170,LH_Default_PFC_5,Default Mode,-46,32,-10,#D77C7C
170,171,LH_Default_PFC_6,Default Mode,-28,58,0,#D77C7C
171,172,LH_Default_PFC_7,Default Mode,-48,28,0,#D77C7C
172,173,LH_Default_PFC_8,Default Mode,-6,60,6,#D77C7C
173,174,LH_Default_PFC_9,Default Mode,-6,44,6,#D77C7C
174,175,LH_Default_PFC_10,Default Mode,-54,20,12,#D77C7C
175,176,LH_Default_PFC_11,Default Mode,-16,68,8,#D77C7C
176,177,LH_Default_PFC_12,Default Mode,-6,34,20,#D77C7C
177,178,LH_Default_PFC_13,Default Mode,-4,52,28,#D77C7C
178,179,LH_Default_PFC_14,Default Mode,-14,58,30,#D77C7C
179,180,LH_Default_PFC_15,Default Mode,-22,50,32,#D77C7C
180,181,LH_Default_PFC_16,Default Mode,-24,28,44,#D77C7C
181,182,LH_Default_PFC_17,Default Mode,-40,20,48,#D77C7C
182,183,LH_Default_PFC_18,Default Mode,-8,42,52,#D77C7C
183,184,LH_Default_PFC_19,Default Mode,-18,36,48,#D77C7C
184,185,LH_Default_PFC_20,Default Mode,-42,8,48,#D77C7C
185,186,LH_Default_PFC_21,Default Mode,-30,14,58,#D77C7C
186,187,LH_Default_PFC_22,Default Mode,-22,20,52,#D77C7C
187,188,LH_Default_PFC_23,Default Mode,-12,24,60,#D77C7C
