,ID,Label,Hemi,x,y,z,n_vertices
346,147,RH_ContB_PFClv_2,R,28.170166,52.6021,-13.642596,40
347,148,RH_ContB_PFClv_3,R,43.02972,47.813637,-4.7595673,50
348,149,RH_ContB_PFClv_4,R,28.464222,55.07442,2.65613,89
349,150,RH_ContB_PFCmp_1,R,4.6346803,26.349789,47.023888,41
350,151,RH_ContC_pCun_1,R,15.516661,-65.33341,27.007423,21
351,152,RH_ContC_pCun_2,R,12.518261,-71.21234,36.80155,42
352,153,RH_ContC_pCun_3,R,5.119562,-62.778202,43.718155,44
353,154,RH_ContC_pCun_4,R,6.1513534,-49.689877,45.25129,37
354,155,RH_ContC_pCun_5,R,6.088998,-70.208984,51.547806,36
355,156,RH_ContC_Cingp_1,R,4.7028046,-43.565487,21.254128,22
356,157,RH_ContC_Cingp_2,R,4.2063136,-24.070122,29.279022,52
357,158,RH_DefaultA_Temp_1,R,61.55994,-12.770526,-24.416656,51
358,159,RH_DefaultA_IPL_1,R,49.03878,-58.08903,24.539062,64
359,160,RH_DefaultA_IPL_2,R,44.55018,-67.47487,39.621243,52
360,161,RH_DefaultA_PFCd_1,R,25.129787,31.795912,39.181087,69
361,162,RH_DefaultA_PFCd_2,R,23.44599,21.154007,49.25263,46
362,163,RH_DefaultA_pCunPCC_1,R,4.515096,-52.05686,24.832647,57
363,164,RH_DefaultA_pCunPCC_2,R,3.6327326,-63.400856,31.415535,34
364,165,RH_DefaultA_pCunPCC_3,R,5.046504,-39.89132,36.334236,56
365,166,RH_DefaultA_pCunPCC_4,R,2.2920024,-19.576702,39.897667,30
366,167,RH_DefaultA_pCunPCC_5,R,10.745138,-52.006416,36.695866,33
367,168,RH_DefaultA_PFCm_1,R,5.048373,36.768623,-10.434948,92
368,169,RH_DefaultA_PFCm_2,R,9.336287,64.98399,0.52469057,31
369,170,RH_DefaultA_PFCm_3,R,8.336938,41.18656,4.6329103,58
370,171,RH_DefaultA_PFCm_4,R,7.910404,50.945618,12.896693,61
371,172,RH_DefaultA_PFCm_5,R,17.52242,62.272793,16.427778,39
372,173,RH_DefaultA_PFCm_6,R,4.061873,22.924356,20.589039,37
373,174,RH_DefaultB_Temp_1,R,62.73998,-28.107998,-8.684834,40
374,175,RH_DefaultB_Temp_2,R,62.407307,-41.36171,-1.1144897,27
375,176,RH_DefaultB_AntTemp_1,R,52.357365,3.8179157,-31.358223,52
376,177,RH_DefaultB_PFCd_1,R,6.1771793,55.579765,30.03385,33
377,178,RH_DefaultB_PFCd_2,R,18.405176,49.845367,34.27301,37
378,179,RH_DefaultB_PFCd_3,R,4.730059,42.215626,37.618515,31
379,180,RH_DefaultB_PFCd_4,R,12.654508,38.42743,51.2073,53
380,181,RH_DefaultB_PFCd_5,R,12.412838,18.992117,62.186443,49
381,182,RH_DefaultB_PFCv_1,R,34.102734,20.862692,-17.943825,56
382,183,RH_DefaultB_PFCv_2,R,48.03418,31.308186,-6.552267,57
383,184,RH_DefaultB_PFCv_3,R,52.8268,22.992937,7.820615,50
384,185,RH_DefaultC_IPL_1,R,42.54509,-66.64198,19.624046,42
385,186,RH_DefaultC_IPL_2,R,40.14807,-78.256615,30.963486,38
386,187,RH_DefaultC_Rsp_1,R,13.143535,-48.572075,2.0435889,26
387,188,RH_DefaultC_Rsp_2,R,11.030832,-56.519066,13.00851,80
388,189,RH_DefaultC_PHC_1,R,22.441269,-21.781012,-24.834324,49
389,190,RH_DefaultC_PHC_2,R,32.00894,-35.49818,-17.144932,59
390,191,RH_TempPar_1,R,50.816895,12.458586,-19.371567,45
391,192,RH_TempPar_2,R,55.077877,-9.468147,-14.800042,71
392,193,RH_TempPar_3,R,48.883713,-25.575022,-7.3004775,42
393,194,RH_TempPar_4,R,62.47244,-23.306034,-1.8137807,57
394,195,RH_TempPar_5,R,49.13761,-37.00806,0.6942637,58
395,196,RH_TempPar_6,R,56.9104,-50.181606,8.105724,39
396,197,RH_TempPar_7,R,49.267075,-42.76777,9.972658,36
397,198,RH_TempPar_8,R,63.37024,-37.31142,9.095467,38
398,199,RH_TempPar_9,R,47.87,-49.6108,16.503885,39
399,200,RH_TempPar_10,R,59.183468,-44.380928,18.17078,34
